"","action_taken","income","debt_income_ratio","age_above_62","ethnicity","race","sex","loan_amount","loan_type","loan_purpose","property_value","occupancy_type","conforming_loan_limit","preapproval","lien_status","has_co.applicant"
"8681","Loan approved",4.53259949315326,"43%-49%","No","Not Hispanic or Latino","White","Male",6.12029741895095,"VA","Home purchase",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8682","Loan approved",4.21950770517611,"43%-49%","No","Not Hispanic or Latino","White","Male",5.50125821054473,"Conventional","Home purchase",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8683","Loan approved",6.57088296233958,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",6.55819780281227,"Conventional","Home purchase",6.78558764500793,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8684","Loan approved",5.8805329864007,"20%-29%","No","Not Hispanic or Latino","White","Male",6.96129604591017,"Conventional","Home purchase",7.47022413589997,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8685","Loan approved",4.89783979995091,"20%-29%","No","Unknwon","Other","Unknown",5.72031177660741,"VA","Home purchase",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8686","Loan approved",4.89034912822175,"43%-49%","No","Not Hispanic or Latino","White","Female",6.22455842927536,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8687","Loan approved",4.92725368515721,"30%-35%","No","Not Hispanic or Latino","White","Male",5.78382518232974,"Conventional","Home purchase",5.81413053182507,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8688","Loan approved",5.6937321388027,"20%-29%","No","Hispanic or Latino","White","Male",6.58617165485467,"Conventional","Home purchase",6.62671774924902,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8689","Loan denied",4.39444915467244,"20%-29%","No","Not Hispanic or Latino","White","Unknown",5.32300997913841,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8690","Loan approved",4.77912349311153,"36%-42%","No","Not Hispanic or Latino","Asian","Female",6.14203740558736,"Conventional","Home purchase",6.33682573114644,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8691","Loan approved",5.55682806169954,"30%-35%","No","Unknwon","Other","Unknown",5.65248918026865,"Conventional","Home purchase",6.33682573114644,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8692","Loan approved",4.71849887129509,"36%-42%","No","Unknwon","Other","Unknown",5.16478597392351,"Conventional","Home purchase",5.61677109766657,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8693","Loan approved",5.57215403217776,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.75110146893676,"Conventional","Home purchase",6.79682371827486,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8694","Loan approved",4.4188406077966,"30%-35%","No","Unknwon","Other","Unknown",5.16478597392351,"Conventional","Home purchase",5.61677109766657,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8695","Loan approved",4.83628190695148,"36%-42%","No","Not Hispanic or Latino","White","Male",5.84354441703136,"Conventional","Home purchase",6.05208916892442,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8696","Loan approved",4.48863636973214,"43%-49%","No","Unknwon","White","Male",5.41610040220442,"Conventional","Home purchase",5.75257263882563,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8697","Loan approved",5.25227342804663,"36%-42%","No","Not Hispanic or Latino","White","Female",6.78558764500793,"Conventional","Home purchase",7.00760061395185,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8698","Loan approved",5.00394630594546,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.14203740558736,"FHA","Home purchase",6.16331480403464,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8699","Loan approved",5.27811465923052,"20%-29%","No","Not Hispanic or Latino","Asian","Male",5.68697535633982,"Conventional","Home purchase",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8700","Loan approved",4.95582705760126,"43%-49%","No","Unknwon","Other","Female",5.89989735358249,"Conventional","Home purchase",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8701","Loan denied",4.47733681447821,"43%-49%","No","Not Hispanic or Latino","White","Male",4.8283137373023,"Conventional","Home purchase",4.90527477843843,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8702","Loan approved",5.05624580534831,"30%-35%","No","Not Hispanic or Latino","White","Male",6.09807428216624,"VA","Home purchase",6.09807428216624,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8703","Loan approved",6.11146733950268,"30%-35%","No","Unknwon","Other","Male",7.40549566319947,"VA","Home purchase",7.49831587076698,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8704","Loan denied",3.78418963391826,">60%","No","Hispanic or Latino","Other","Male",5.32300997913841,"Conventional","Home purchase",5.75257263882563,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8705","Loan approved",4.26267987704132,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.50125821054473,"FHA","Home purchase",6.00388706710654,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8706","Loan approved",4.82028156560504,"36%-42%","No","Not Hispanic or Latino","White","Male",5.97888576490112,"Conventional","Home purchase",6.05208916892442,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8707","Loan approved",5.32300997913841,"30%-35%","No","Not Hispanic or Latino","White","Female",6.55819780281227,"Conventional","Home purchase",6.66568371778241,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8708","Loan approved",4.70953020131233,"36%-42%","No","Not Hispanic or Latino","White","Male",6.12029741895095,"Conventional","Home purchase",6.33682573114644,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8709","Loan approved",4.61512051684126,"36%-42%","No","Hispanic or Latino","Other","Female",5.97888576490112,"Conventional","Home purchase",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8710","Loan approved",5.59471137960184,"36%-42%","No","Not Hispanic or Latino","White","Male",6.98933526597456,"Conventional","Home purchase",7.04315991598834,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8711","Loan approved",5.29330482472449,"20%-29%","No","Not Hispanic or Latino","White","Female",5.97888576490112,"Conventional","Home purchase",6.28226674689601,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8712","Loan approved",4.92725368515721,"50%-60%","No","Not Hispanic or Latino","Black or African American","Male",6.38856140554563,"FHA","Home purchase",6.40522845803084,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8713","Loan approved",5.01727983681492,"43%-49%","No","Not Hispanic or Latino","White","Female",6.49978704065585,"Conventional","Home purchase",6.66568371778241,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8714","Loan approved",5.42934562895444,"20%-29%","No","Not Hispanic or Latino","White","Female",6.24416690066374,"Conventional","Home purchase",6.81892406527552,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8715","Loan approved",4.40671924726425,"43%-49%","No","Not Hispanic or Latino","White","Female",5.89989735358249,"Conventional","Home purchase",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8716","Loan approved",4.18965474202643,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.37063802812766,"Conventional","Home purchase",5.54126354515843,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8717","Loan approved",6.00635315960173,"30%-35%","No","Not Hispanic or Latino","White","Male",6.73933662735717,"Conventional","Home purchase",6.84054652928869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8718","Loan approved",4.02535169073515,"36%-42%","No","Hispanic or Latino","White","Male",4.90527477843843,"Conventional","Home purchase",5.04342511691925,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8719","Loan approved",3.97029191355212,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",4.74493212836325,"Conventional","Home purchase",5.61677109766657,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8720","Loan approved",6.45990445437753,"36%-42%","No","Not Hispanic or Latino","White","Male",7.63288550539513,"Conventional","Home purchase",7.79358680337158,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8721","Loan approved",4.53259949315326,"43%-49%","No","Unknwon","Other","Male",5.78382518232974,"Conventional","Home purchase",6.35437004079735,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8722","Loan approved",5.37063802812766,"36%-42%","No","Unknwon","Other","Unknown",6.58617165485467,"Conventional","Home purchase",6.71538338633468,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8723","Loan approved",5.14166355650266,"36%-42%","No","Hispanic or Latino","White","Male",6.28226674689601,"FHA","Home purchase",6.37161184723186,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8724","Loan approved",5.26785815906333,"43%-49%","No","Not Hispanic or Latino","Other","Female",5.92692602597041,"Conventional","Home purchase",6.58617165485467,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8725","Loan approved",5.91889385427315,"<20%","No","Unknwon","Black or African American","Male",6.31896811374643,"Conventional","Home purchase",6.38856140554563,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8726","Loan approved",4.85981240436167,"20%-29%","No","Not Hispanic or Latino","White","Male",5.97888576490112,"Conventional","Home purchase",6.28226674689601,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8727","Loan approved",4.46590811865458,"43%-49%","No","Hispanic or Latino","White","Female",5.89989735358249,"Conventional","Home purchase",5.95324333428778,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8728","Loan approved",4.86753445045558,"30%-35%","No","Not Hispanic or Latino","Asian","Male",5.97888576490112,"Conventional","Home purchase",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
